,site,wokID,holeID,holeType,hexRow,hexCol,xWok,yWok,zWok,ix,iy,iz,jx,jy,jz,kx,ky,kz
209,LCO,flatNominal,R-2C1,ApogeeBoss,-2.0,0.0,-268.8,-38.7979,0,0,-1,0,1,0,0,0,0,1
210,LCO,flatNominal,R-2C2,Boss,-2.0,1.0,-246.4,-38.7979,0,0,-1,0,1,0,0,0,0,1
211,LCO,flatNominal,R-2C3,ApogeeBoss,-2.0,2.0,-224.0,-38.7979,0,0,-1,0,1,0,0,0,0,1
212,LCO,flatNominal,R-2C4,Boss,-2.0,3.0,-201.6,-38.7979,0,0,-1,0,1,0,0,0,0,1
213,LCO,flatNominal,R-2C5,ApogeeBoss,-2.0,4.0,-179.2,-38.7979,0,0,-1,0,1,0,0,0,0,1
214,LCO,flatNominal,R-2C6,Boss,-2.0,5.0,-156.8,-38.7979,0,0,-1,0,1,0,0,0,0,1
215,LCO,flatNominal,R-2C7,ApogeeBoss,-2.0,6.0,-134.4,-38.7979,0,0,-1,0,1,0,0,0,0,1
216,LCO,flatNominal,R-2C8,Boss,-2.0,7.0,-112.0,-38.7979,0,0,-1,0,1,0,0,0,0,1
217,LCO,flatNominal,R-2C9,ApogeeBoss,-2.0,8.0,-89.6,-38.7979,0,0,-1,0,1,0,0,0,0,1
218,LCO,flatNominal,R-2C11,ApogeeBoss,-2.0,10.0,-44.8,-38.7979,0,0,-1,0,1,0,0,0,0,1
219,LCO,flatNominal,R-2C12,Fiducial,-2.0,11.0,-22.4,-38.7979,0,0,-1,0,1,0,0,0,0,1
220,LCO,flatNominal,R-2C13,Boss,-2.0,12.0,0.0,-38.7979,0,0,-1,0,1,0,0,0,0,1
221,LCO,flatNominal,R-2C14,Fiducial,-2.0,13.0,22.4,-38.7979,0,0,-1,0,1,0,0,0,0,1
222,LCO,flatNominal,R-2C15,ApogeeBoss,-2.0,14.0,44.8,-38.7979,0,0,-1,0,1,0,0,0,0,1
223,LCO,flatNominal,R-2C17,ApogeeBoss,-2.0,16.0,89.6,-38.7979,0,0,-1,0,1,0,0,0,0,1
224,LCO,flatNominal,R-2C18,Boss,-2.0,17.0,112.0,-38.7979,0,0,-1,0,1,0,0,0,0,1
225,LCO,flatNominal,R-2C19,ApogeeBoss,-2.0,18.0,134.4,-38.7979,0,0,-1,0,1,0,0,0,0,1
226,LCO,flatNominal,R-2C20,Boss,-2.0,19.0,156.8,-38.7979,0,0,-1,0,1,0,0,0,0,1
227,LCO,flatNominal,R-2C21,ApogeeBoss,-2.0,20.0,179.2,-38.7979,0,0,-1,0,1,0,0,0,0,1
228,LCO,flatNominal,R-2C22,Boss,-2.0,21.0,201.6,-38.7979,0,0,-1,0,1,0,0,0,0,1
229,LCO,flatNominal,R-2C23,ApogeeBoss,-2.0,22.0,224.0,-38.7979,0,0,-1,0,1,0,0,0,0,1
230,LCO,flatNominal,R-2C24,Boss,-2.0,23.0,246.4,-38.7979,0,0,-1,0,1,0,0,0,0,1
231,LCO,flatNominal,R-2C25,ApogeeBoss,-2.0,24.0,268.8,-38.7979,0,0,-1,0,1,0,0,0,0,1
232,LCO,flatNominal,R-1C1,ApogeeBoss,-1.0,0.0,-280.0,-19.399,0,0,-1,0,1,0,0,0,0,1
233,LCO,flatNominal,R-1C2,Boss,-1.0,1.0,-257.6,-19.399,0,0,-1,0,1,0,0,0,0,1
234,LCO,flatNominal,R-1C3,ApogeeBoss,-1.0,2.0,-235.2,-19.399,0,0,-1,0,1,0,0,0,0,1
235,LCO,flatNominal,R-1C4,Boss,-1.0,3.0,-212.8,-19.399,0,0,-1,0,1,0,0,0,0,1
236,LCO,flatNominal,R-1C5,ApogeeBoss,-1.0,4.0,-190.4,-19.399,0,0,-1,0,1,0,0,0,0,1
237,LCO,flatNominal,R-1C6,Boss,-1.0,5.0,-168.0,-19.399,0,0,-1,0,1,0,0,0,0,1
238,LCO,flatNominal,R-1C7,ApogeeBoss,-1.0,6.0,-145.6,-19.399,0,0,-1,0,1,0,0,0,0,1
239,LCO,flatNominal,R-1C8,Boss,-1.0,7.0,-123.2,-19.399,0,0,-1,0,1,0,0,0,0,1
240,LCO,flatNominal,R-1C9,ApogeeBoss,-1.0,8.0,-100.8,-19.399,0,0,-1,0,1,0,0,0,0,1
241,LCO,flatNominal,R-1C10,Boss,-1.0,9.0,-78.4,-19.399,0,0,-1,0,1,0,0,0,0,1
242,LCO,flatNominal,R-1C11,ApogeeBoss,-1.0,10.0,-56.0,-19.399,0,0,-1,0,1,0,0,0,0,1
243,LCO,flatNominal,R-1C12,Boss,-1.0,11.0,-33.6,-19.399,0,0,-1,0,1,0,0,0,0,1
244,LCO,flatNominal,R-1C13,ApogeeBoss,-1.0,12.0,-11.2,-19.399,0,0,-1,0,1,0,0,0,0,1
245,LCO,flatNominal,R-1C14,ApogeeBoss,-1.0,13.0,11.2,-19.399,0,0,-1,0,1,0,0,0,0,1
246,LCO,flatNominal,R-1C15,Boss,-1.0,14.0,33.6,-19.399,0,0,-1,0,1,0,0,0,0,1
247,LCO,flatNominal,R-1C16,ApogeeBoss,-1.0,15.0,56.0,-19.399,0,0,-1,0,1,0,0,0,0,1
248,LCO,flatNominal,R-1C17,Boss,-1.0,16.0,78.4,-19.399,0,0,-1,0,1,0,0,0,0,1
249,LCO,flatNominal,R-1C18,ApogeeBoss,-1.0,17.0,100.8,-19.399,0,0,-1,0,1,0,0,0,0,1
250,LCO,flatNominal,R-1C19,Boss,-1.0,18.0,123.2,-19.399,0,0,-1,0,1,0,0,0,0,1
251,LCO,flatNominal,R-1C20,ApogeeBoss,-1.0,19.0,145.6,-19.399,0,0,-1,0,1,0,0,0,0,1
252,LCO,flatNominal,R-1C21,Boss,-1.0,20.0,168.0,-19.399,0,0,-1,0,1,0,0,0,0,1
253,LCO,flatNominal,R-1C22,ApogeeBoss,-1.0,21.0,190.4,-19.399,0,0,-1,0,1,0,0,0,0,1
254,LCO,flatNominal,R-1C23,Boss,-1.0,22.0,212.8,-19.399,0,0,-1,0,1,0,0,0,0,1
255,LCO,flatNominal,R-1C24,ApogeeBoss,-1.0,23.0,235.2,-19.399,0,0,-1,0,1,0,0,0,0,1
256,LCO,flatNominal,R-1C25,Boss,-1.0,24.0,257.6,-19.399,0,0,-1,0,1,0,0,0,0,1
257,LCO,flatNominal,R-1C26,ApogeeBoss,-1.0,25.0,280.0,-19.399,0,0,-1,0,1,0,0,0,0,1
258,LCO,flatNominal,R0C1,ApogeeBoss,0.0,0.0,-291.2,0.0,0,0,-1,0,1,0,0,0,0,1
259,LCO,flatNominal,R0C2,ApogeeBoss,0.0,1.0,-268.8,0.0,0,0,-1,0,1,0,0,0,0,1
260,LCO,flatNominal,R0C3,ApogeeBoss,0.0,2.0,-246.4,0.0,0,0,-1,0,1,0,0,0,0,1
261,LCO,flatNominal,R0C4,Fiducial,0.0,3.0,-224.0,0.0,0,0,-1,0,1,0,0,0,0,1
262,LCO,flatNominal,R0C5,ApogeeBoss,0.0,4.0,-201.6,0.0,0,0,-1,0,1,0,0,0,0,1
263,LCO,flatNominal,R0C6,Boss,0.0,5.0,-179.2,0.0,0,0,-1,0,1,0,0,0,0,1
264,LCO,flatNominal,R0C7,ApogeeBoss,0.0,6.0,-156.8,0.0,0,0,-1,0,1,0,0,0,0,1
265,LCO,flatNominal,R0C8,Fiducial,0.0,7.0,-134.4,0.0,0,0,-1,0,1,0,0,0,0,1
266,LCO,flatNominal,R0C9,ApogeeBoss,0.0,8.0,-112.0,0.0,0,0,-1,0,1,0,0,0,0,1
267,LCO,flatNominal,R0C10,Boss,0.0,9.0,-89.6,0.0,0,0,-1,0,1,0,0,0,0,1
268,LCO,flatNominal,R0C11,ApogeeBoss,0.0,10.0,-67.2,0.0,0,0,-1,0,1,0,0,0,0,1
269,LCO,flatNominal,R0C12,Fiducial,0.0,11.0,-44.8,0.0,0,0,-1,0,1,0,0,0,0,1
270,LCO,flatNominal,R0C13,ApogeeBoss,0.0,12.0,-22.4,0.0,0,0,-1,0,1,0,0,0,0,1
271,LCO,flatNominal,R0C14,Boss,0.0,13.0,0.0,0.0,0,0,-1,0,1,0,0,0,0,1
272,LCO,flatNominal,R0C15,ApogeeBoss,0.0,14.0,22.4,0.0,0,0,-1,0,1,0,0,0,0,1
273,LCO,flatNominal,R0C16,Fiducial,0.0,15.0,44.8,0.0,0,0,-1,0,1,0,0,0,0,1
274,LCO,flatNominal,R0C17,ApogeeBoss,0.0,16.0,67.2,0.0,0,0,-1,0,1,0,0,0,0,1
275,LCO,flatNominal,R0C18,Boss,0.0,17.0,89.6,0.0,0,0,-1,0,1,0,0,0,0,1
276,LCO,flatNominal,R0C19,ApogeeBoss,0.0,18.0,112.0,0.0,0,0,-1,0,1,0,0,0,0,1
277,LCO,flatNominal,R0C20,Fiducial,0.0,19.0,134.4,0.0,0,0,-1,0,1,0,0,0,0,1
278,LCO,flatNominal,R0C21,ApogeeBoss,0.0,20.0,156.8,0.0,0,0,-1,0,1,0,0,0,0,1
279,LCO,flatNominal,R0C22,Boss,0.0,21.0,179.2,0.0,0,0,-1,0,1,0,0,0,0,1
280,LCO,flatNominal,R0C23,ApogeeBoss,0.0,22.0,201.6,0.0,0,0,-1,0,1,0,0,0,0,1
281,LCO,flatNominal,R0C24,Fiducial,0.0,23.0,224.0,0.0,0,0,-1,0,1,0,0,0,0,1
282,LCO,flatNominal,R0C25,ApogeeBoss,0.0,24.0,246.4,0.0,0,0,-1,0,1,0,0,0,0,1
283,LCO,flatNominal,R0C26,ApogeeBoss,0.0,25.0,268.8,0.0,0,0,-1,0,1,0,0,0,0,1
284,LCO,flatNominal,R0C27,Boss,0.0,26.0,291.2,0.0,0,0,-1,0,1,0,0,0,0,1
285,LCO,flatNominal,R+13C1,ApogeeBoss,13.0,0.0,-145.6,252.1866,0,0,-1,0,1,0,0,0,0,1
286,LCO,flatNominal,R+13C2,ApogeeBoss,13.0,1.0,-123.2,252.1866,0,0,-1,0,1,0,0,0,0,1
287,LCO,flatNominal,R+13C3,ApogeeBoss,13.0,2.0,-100.8,252.1866,0,0,-1,0,1,0,0,0,0,1
288,LCO,flatNominal,R+13C4,ApogeeBoss,13.0,3.0,-78.4,252.1866,0,0,-1,0,1,0,0,0,0,1
289,LCO,flatNominal,R+13C5,ApogeeBoss,13.0,4.0,-56.0,252.1866,0,0,-1,0,1,0,0,0,0,1
290,LCO,flatNominal,R+13C6,ApogeeBoss,13.0,5.0,-33.6,252.1866,0,0,-1,0,1,0,0,0,0,1
291,LCO,flatNominal,R+13C7,ApogeeBoss,13.0,6.0,-11.2,252.1866,0,0,-1,0,1,0,0,0,0,1
292,LCO,flatNominal,R+13C8,ApogeeBoss,13.0,7.0,11.2,252.1866,0,0,-1,0,1,0,0,0,0,1
293,LCO,flatNominal,R+13C9,ApogeeBoss,13.0,8.0,33.6,252.1866,0,0,-1,0,1,0,0,0,0,1
294,LCO,flatNominal,R+13C10,ApogeeBoss,13.0,9.0,56.0,252.1866,0,0,-1,0,1,0,0,0,0,1
295,LCO,flatNominal,R+13C11,ApogeeBoss,13.0,10.0,78.4,252.1866,0,0,-1,0,1,0,0,0,0,1
296,LCO,flatNominal,R+13C12,ApogeeBoss,13.0,11.0,100.8,252.1866,0,0,-1,0,1,0,0,0,0,1
297,LCO,flatNominal,R+13C13,ApogeeBoss,13.0,12.0,123.2,252.1866,0,0,-1,0,1,0,0,0,0,1
298,LCO,flatNominal,R+13C14,ApogeeBoss,13.0,13.0,145.6,252.1866,0,0,-1,0,1,0,0,0,0,1
299,LCO,flatNominal,R+12C1,ApogeeBoss,12.0,0.0,-156.8,232.7876,0,0,-1,0,1,0,0,0,0,1
300,LCO,flatNominal,R+12C2,ApogeeBoss,12.0,1.0,-134.4,232.7876,0,0,-1,0,1,0,0,0,0,1
301,LCO,flatNominal,R+12C3,Boss,12.0,2.0,-112.0,232.7876,0,0,-1,0,1,0,0,0,0,1
302,LCO,flatNominal,R+12C4,Boss,12.0,3.0,-89.6,232.7876,0,0,-1,0,1,0,0,0,0,1
303,LCO,flatNominal,R+12C5,Boss,12.0,4.0,-67.2,232.7876,0,0,-1,0,1,0,0,0,0,1
304,LCO,flatNominal,R+12C6,Boss,12.0,5.0,-44.8,232.7876,0,0,-1,0,1,0,0,0,0,1
305,LCO,flatNominal,R+12C7,Boss,12.0,6.0,-22.4,232.7876,0,0,-1,0,1,0,0,0,0,1
306,LCO,flatNominal,R+12C8,Fiducial,12.0,7.0,0.0,232.7876,0,0,-1,0,1,0,0,0,0,1
307,LCO,flatNominal,R+12C9,Boss,12.0,8.0,22.4,232.7876,0,0,-1,0,1,0,0,0,0,1
308,LCO,flatNominal,R+12C10,Boss,12.0,9.0,44.8,232.7876,0,0,-1,0,1,0,0,0,0,1
309,LCO,flatNominal,R+12C11,Boss,12.0,10.0,67.2,232.7876,0,0,-1,0,1,0,0,0,0,1
310,LCO,flatNominal,R+12C12,Boss,12.0,11.0,89.6,232.7876,0,0,-1,0,1,0,0,0,0,1
311,LCO,flatNominal,R+12C13,Boss,12.0,12.0,112.0,232.7876,0,0,-1,0,1,0,0,0,0,1
312,LCO,flatNominal,R+12C14,ApogeeBoss,12.0,13.0,134.4,232.7876,0,0,-1,0,1,0,0,0,0,1
313,LCO,flatNominal,R+12C15,ApogeeBoss,12.0,14.0,156.8,232.7876,0,0,-1,0,1,0,0,0,0,1
314,LCO,flatNominal,R+11C1,ApogeeBoss,11.0,0.0,-168.0,213.3887,0,0,-1,0,1,0,0,0,0,1
315,LCO,flatNominal,R+11C2,Boss,11.0,1.0,-145.6,213.3887,0,0,-1,0,1,0,0,0,0,1
316,LCO,flatNominal,R+11C3,ApogeeBoss,11.0,2.0,-123.2,213.3887,0,0,-1,0,1,0,0,0,0,1
317,LCO,flatNominal,R+11C4,ApogeeBoss,11.0,3.0,-100.8,213.3887,0,0,-1,0,1,0,0,0,0,1
318,LCO,flatNominal,R+11C5,ApogeeBoss,11.0,4.0,-78.4,213.3887,0,0,-1,0,1,0,0,0,0,1
319,LCO,flatNominal,R+11C6,ApogeeBoss,11.0,5.0,-56.0,213.3887,0,0,-1,0,1,0,0,0,0,1
320,LCO,flatNominal,R+11C7,ApogeeBoss,11.0,6.0,-33.6,213.3887,0,0,-1,0,1,0,0,0,0,1
321,LCO,flatNominal,R+11C8,ApogeeBoss,11.0,7.0,-11.2,213.3887,0,0,-1,0,1,0,0,0,0,1
322,LCO,flatNominal,R+11C9,ApogeeBoss,11.0,8.0,11.2,213.3887,0,0,-1,0,1,0,0,0,0,1
323,LCO,flatNominal,R+11C10,ApogeeBoss,11.0,9.0,33.6,213.3887,0,0,-1,0,1,0,0,0,0,1
324,LCO,flatNominal,R+11C11,ApogeeBoss,11.0,10.0,56.0,213.3887,0,0,-1,0,1,0,0,0,0,1
325,LCO,flatNominal,R+11C12,ApogeeBoss,11.0,11.0,78.4,213.3887,0,0,-1,0,1,0,0,0,0,1
326,LCO,flatNominal,R+11C13,ApogeeBoss,11.0,12.0,100.8,213.3887,0,0,-1,0,1,0,0,0,0,1
327,LCO,flatNominal,R+11C14,ApogeeBoss,11.0,13.0,123.2,213.3887,0,0,-1,0,1,0,0,0,0,1
328,LCO,flatNominal,R+11C15,Boss,11.0,14.0,145.6,213.3887,0,0,-1,0,1,0,0,0,0,1
329,LCO,flatNominal,R+11C16,ApogeeBoss,11.0,15.0,168.0,213.3887,0,0,-1,0,1,0,0,0,0,1
330,LCO,flatNominal,R+10C1,ApogeeBoss,10.0,0.0,-179.2,193.9897,0,0,-1,0,1,0,0,0,0,1
331,LCO,flatNominal,R+10C2,Boss,10.0,1.0,-156.8,193.9897,0,0,-1,0,1,0,0,0,0,1
332,LCO,flatNominal,R+10C3,ApogeeBoss,10.0,2.0,-134.4,193.9897,0,0,-1,0,1,0,0,0,0,1
333,LCO,flatNominal,R+10C4,Fiducial,10.0,3.0,-112.0,193.9897,0,0,-1,0,1,0,0,0,0,1
334,LCO,flatNominal,R+10C5,Boss,10.0,4.0,-89.6,193.9897,0,0,-1,0,1,0,0,0,0,1
335,LCO,flatNominal,R+10C6,Boss,10.0,5.0,-67.2,193.9897,0,0,-1,0,1,0,0,0,0,1
336,LCO,flatNominal,R+10C7,Fiducial,10.0,6.0,-44.8,193.9897,0,0,-1,0,1,0,0,0,0,1
337,LCO,flatNominal,R+10C8,Boss,10.0,7.0,-22.4,193.9897,0,0,-1,0,1,0,0,0,0,1
338,LCO,flatNominal,R+10C9,Boss,10.0,8.0,0.0,193.9897,0,0,-1,0,1,0,0,0,0,1
339,LCO,flatNominal,R+10C10,Boss,10.0,9.0,22.4,193.9897,0,0,-1,0,1,0,0,0,0,1
340,LCO,flatNominal,R+10C11,Fiducial,10.0,10.0,44.8,193.9897,0,0,-1,0,1,0,0,0,0,1
341,LCO,flatNominal,R+10C12,Boss,10.0,11.0,67.2,193.9897,0,0,-1,0,1,0,0,0,0,1
342,LCO,flatNominal,R+10C13,Boss,10.0,12.0,89.6,193.9897,0,0,-1,0,1,0,0,0,0,1
343,LCO,flatNominal,R+10C14,Fiducial,10.0,13.0,112.0,193.9897,0,0,-1,0,1,0,0,0,0,1
344,LCO,flatNominal,R+10C15,ApogeeBoss,10.0,14.0,134.4,193.9897,0,0,-1,0,1,0,0,0,0,1
345,LCO,flatNominal,R+10C16,Boss,10.0,15.0,156.8,193.9897,0,0,-1,0,1,0,0,0,0,1
346,LCO,flatNominal,R+10C17,ApogeeBoss,10.0,16.0,179.2,193.9897,0,0,-1,0,1,0,0,0,0,1
347,LCO,flatNominal,R+9C1,ApogeeBoss,9.0,0.0,-190.4,174.5907,0,0,-1,0,1,0,0,0,0,1
348,LCO,flatNominal,R+9C2,Boss,9.0,1.0,-168.0,174.5907,0,0,-1,0,1,0,0,0,0,1
349,LCO,flatNominal,R+9C3,ApogeeBoss,9.0,2.0,-145.6,174.5907,0,0,-1,0,1,0,0,0,0,1
350,LCO,flatNominal,R+9C4,Boss,9.0,3.0,-123.2,174.5907,0,0,-1,0,1,0,0,0,0,1
351,LCO,flatNominal,R+9C5,ApogeeBoss,9.0,4.0,-100.8,174.5907,0,0,-1,0,1,0,0,0,0,1
352,LCO,flatNominal,R+9C6,ApogeeBoss,9.0,5.0,-78.4,174.5907,0,0,-1,0,1,0,0,0,0,1
353,LCO,flatNominal,R+9C7,ApogeeBoss,9.0,6.0,-56.0,174.5907,0,0,-1,0,1,0,0,0,0,1
354,LCO,flatNominal,R+9C8,ApogeeBoss,9.0,7.0,-33.6,174.5907,0,0,-1,0,1,0,0,0,0,1
355,LCO,flatNominal,R+9C9,ApogeeBoss,9.0,8.0,-11.2,174.5907,0,0,-1,0,1,0,0,0,0,1
356,LCO,flatNominal,R+9C10,ApogeeBoss,9.0,9.0,11.2,174.5907,0,0,-1,0,1,0,0,0,0,1
357,LCO,flatNominal,R+9C11,ApogeeBoss,9.0,10.0,33.6,174.5907,0,0,-1,0,1,0,0,0,0,1
358,LCO,flatNominal,R+9C12,ApogeeBoss,9.0,11.0,56.0,174.5907,0,0,-1,0,1,0,0,0,0,1
359,LCO,flatNominal,R+9C13,ApogeeBoss,9.0,12.0,78.4,174.5907,0,0,-1,0,1,0,0,0,0,1
360,LCO,flatNominal,R+9C14,ApogeeBoss,9.0,13.0,100.8,174.5907,0,0,-1,0,1,0,0,0,0,1
361,LCO,flatNominal,R+9C15,Boss,9.0,14.0,123.2,174.5907,0,0,-1,0,1,0,0,0,0,1
362,LCO,flatNominal,R+9C16,ApogeeBoss,9.0,15.0,145.6,174.5907,0,0,-1,0,1,0,0,0,0,1
363,LCO,flatNominal,R+9C17,Boss,9.0,16.0,168.0,174.5907,0,0,-1,0,1,0,0,0,0,1
364,LCO,flatNominal,R+9C18,ApogeeBoss,9.0,17.0,190.4,174.5907,0,0,-1,0,1,0,0,0,0,1
365,LCO,flatNominal,R+8C1,ApogeeBoss,8.0,0.0,-201.6,155.1918,0,0,-1,0,1,0,0,0,0,1
366,LCO,flatNominal,R+8C2,Boss,8.0,1.0,-179.2,155.1918,0,0,-1,0,1,0,0,0,0,1
367,LCO,flatNominal,R+8C3,ApogeeBoss,8.0,2.0,-156.8,155.1918,0,0,-1,0,1,0,0,0,0,1
368,LCO,flatNominal,R+8C4,Boss,8.0,3.0,-134.4,155.1918,0,0,-1,0,1,0,0,0,0,1
369,LCO,flatNominal,R+8C5,ApogeeBoss,8.0,4.0,-112.0,155.1918,0,0,-1,0,1,0,0,0,0,1
370,LCO,flatNominal,R+8C6,Boss,8.0,5.0,-89.6,155.1918,0,0,-1,0,1,0,0,0,0,1
371,LCO,flatNominal,R+8C7,Boss,8.0,6.0,-67.2,155.1918,0,0,-1,0,1,0,0,0,0,1
372,LCO,flatNominal,R+8C8,Boss,8.0,7.0,-44.8,155.1918,0,0,-1,0,1,0,0,0,0,1
373,LCO,flatNominal,R+8C9,Boss,8.0,8.0,-22.4,155.1918,0,0,-1,0,1,0,0,0,0,1
374,LCO,flatNominal,R+8C10,Fiducial,8.0,9.0,0.0,155.1918,0,0,-1,0,1,0,0,0,0,1
375,LCO,flatNominal,R+8C11,Boss,8.0,10.0,22.4,155.1918,0,0,-1,0,1,0,0,0,0,1
376,LCO,flatNominal,R+8C12,Boss,8.0,11.0,44.8,155.1918,0,0,-1,0,1,0,0,0,0,1
377,LCO,flatNominal,R+8C13,Boss,8.0,12.0,67.2,155.1918,0,0,-1,0,1,0,0,0,0,1
378,LCO,flatNominal,R+8C14,Boss,8.0,13.0,89.6,155.1918,0,0,-1,0,1,0,0,0,0,1
379,LCO,flatNominal,R+8C15,ApogeeBoss,8.0,14.0,112.0,155.1918,0,0,-1,0,1,0,0,0,0,1
380,LCO,flatNominal,R+8C16,Boss,8.0,15.0,134.4,155.1918,0,0,-1,0,1,0,0,0,0,1
381,LCO,flatNominal,R+8C17,ApogeeBoss,8.0,16.0,156.8,155.1918,0,0,-1,0,1,0,0,0,0,1
382,LCO,flatNominal,R+8C18,Boss,8.0,17.0,179.2,155.1918,0,0,-1,0,1,0,0,0,0,1
383,LCO,flatNominal,R+8C19,ApogeeBoss,8.0,18.0,201.6,155.1918,0,0,-1,0,1,0,0,0,0,1
384,LCO,flatNominal,R+7C1,ApogeeBoss,7.0,0.0,-212.8,135.7928,0,0,-1,0,1,0,0,0,0,1
385,LCO,flatNominal,R+7C2,Boss,7.0,1.0,-190.4,135.7928,0,0,-1,0,1,0,0,0,0,1
386,LCO,flatNominal,R+7C3,ApogeeBoss,7.0,2.0,-168.0,135.7928,0,0,-1,0,1,0,0,0,0,1
387,LCO,flatNominal,R+7C4,Fiducial,7.0,3.0,-145.6,135.7928,0,0,-1,0,1,0,0,0,0,1
388,LCO,flatNominal,R+7C5,ApogeeBoss,7.0,4.0,-123.2,135.7928,0,0,-1,0,1,0,0,0,0,1
389,LCO,flatNominal,R+7C6,Boss,7.0,5.0,-100.8,135.7928,0,0,-1,0,1,0,0,0,0,1
390,LCO,flatNominal,R+7C7,ApogeeBoss,7.0,6.0,-78.4,135.7928,0,0,-1,0,1,0,0,0,0,1
391,LCO,flatNominal,R+7C8,ApogeeBoss,7.0,7.0,-56.0,135.7928,0,0,-1,0,1,0,0,0,0,1
392,LCO,flatNominal,R+7C9,ApogeeBoss,7.0,8.0,-33.6,135.7928,0,0,-1,0,1,0,0,0,0,1
393,LCO,flatNominal,R+7C10,ApogeeBoss,7.0,9.0,-11.2,135.7928,0,0,-1,0,1,0,0,0,0,1
394,LCO,flatNominal,R+7C11,ApogeeBoss,7.0,10.0,11.2,135.7928,0,0,-1,0,1,0,0,0,0,1
395,LCO,flatNominal,R+7C12,ApogeeBoss,7.0,11.0,33.6,135.7928,0,0,-1,0,1,0,0,0,0,1
396,LCO,flatNominal,R+7C13,ApogeeBoss,7.0,12.0,56.0,135.7928,0,0,-1,0,1,0,0,0,0,1
397,LCO,flatNominal,R+7C14,ApogeeBoss,7.0,13.0,78.4,135.7928,0,0,-1,0,1,0,0,0,0,1
398,LCO,flatNominal,R+7C15,Boss,7.0,14.0,100.8,135.7928,0,0,-1,0,1,0,0,0,0,1
399,LCO,flatNominal,R+7C16,ApogeeBoss,7.0,15.0,123.2,135.7928,0,0,-1,0,1,0,0,0,0,1
400,LCO,flatNominal,R+7C17,Fiducial,7.0,16.0,145.6,135.7928,0,0,-1,0,1,0,0,0,0,1
401,LCO,flatNominal,R+7C18,ApogeeBoss,7.0,17.0,168.0,135.7928,0,0,-1,0,1,0,0,0,0,1
402,LCO,flatNominal,R+7C19,Boss,7.0,18.0,190.4,135.7928,0,0,-1,0,1,0,0,0,0,1
403,LCO,flatNominal,R+7C20,ApogeeBoss,7.0,19.0,212.8,135.7928,0,0,-1,0,1,0,0,0,0,1
404,LCO,flatNominal,R+6C1,ApogeeBoss,6.0,0.0,-224.0,116.3938,0,0,-1,0,1,0,0,0,0,1
405,LCO,flatNominal,R+6C2,Fiducial,6.0,1.0,-201.6,116.3938,0,0,-1,0,1,0,0,0,0,1
406,LCO,flatNominal,R+6C3,ApogeeBoss,6.0,2.0,-179.2,116.3938,0,0,-1,0,1,0,0,0,0,1
407,LCO,flatNominal,R+6C4,Boss,6.0,3.0,-156.8,116.3938,0,0,-1,0,1,0,0,0,0,1
408,LCO,flatNominal,R+6C5,ApogeeBoss,6.0,4.0,-134.4,116.3938,0,0,-1,0,1,0,0,0,0,1
409,LCO,flatNominal,R+6C6,Boss,6.0,5.0,-112.0,116.3938,0,0,-1,0,1,0,0,0,0,1
410,LCO,flatNominal,R+6C7,ApogeeBoss,6.0,6.0,-89.6,116.3938,0,0,-1,0,1,0,0,0,0,1
411,LCO,flatNominal,R+6C8,Fiducial,6.0,7.0,-67.2,116.3938,0,0,-1,0,1,0,0,0,0,1
412,LCO,flatNominal,R+6C9,Boss,6.0,8.0,-44.8,116.3938,0,0,-1,0,1,0,0,0,0,1
413,LCO,flatNominal,R+6C10,Boss,6.0,9.0,-22.4,116.3938,0,0,-1,0,1,0,0,0,0,1
414,LCO,flatNominal,R+6C11,Boss,6.0,10.0,0.0,116.3938,0,0,-1,0,1,0,0,0,0,1
415,LCO,flatNominal,R+6C12,Boss,6.0,11.0,22.4,116.3938,0,0,-1,0,1,0,0,0,0,1
416,LCO,flatNominal,R+6C13,Boss,6.0,12.0,44.8,116.3938,0,0,-1,0,1,0,0,0,0,1
417,LCO,flatNominal,R+6C14,Fiducial,6.0,13.0,67.2,116.3938,0,0,-1,0,1,0,0,0,0,1
418,LCO,flatNominal,R+6C15,ApogeeBoss,6.0,14.0,89.6,116.3938,0,0,-1,0,1,0,0,0,0,1
419,LCO,flatNominal,R+6C16,Boss,6.0,15.0,112.0,116.3938,0,0,-1,0,1,0,0,0,0,1
420,LCO,flatNominal,R+6C17,ApogeeBoss,6.0,16.0,134.4,116.3938,0,0,-1,0,1,0,0,0,0,1
421,LCO,flatNominal,R+6C18,Boss,6.0,17.0,156.8,116.3938,0,0,-1,0,1,0,0,0,0,1
422,LCO,flatNominal,R+6C19,ApogeeBoss,6.0,18.0,179.2,116.3938,0,0,-1,0,1,0,0,0,0,1
423,LCO,flatNominal,R+6C20,Fiducial,6.0,19.0,201.6,116.3938,0,0,-1,0,1,0,0,0,0,1
424,LCO,flatNominal,R+6C21,ApogeeBoss,6.0,20.0,224.0,116.3938,0,0,-1,0,1,0,0,0,0,1
425,LCO,flatNominal,R+5C1,ApogeeBoss,5.0,0.0,-235.2,96.9948,0,0,-1,0,1,0,0,0,0,1
426,LCO,flatNominal,R+5C2,Boss,5.0,1.0,-212.8,96.9948,0,0,-1,0,1,0,0,0,0,1
427,LCO,flatNominal,R+5C3,ApogeeBoss,5.0,2.0,-190.4,96.9948,0,0,-1,0,1,0,0,0,0,1
